"INSEE_COM";"longitude";"latitude"
"64530";-0.77985705;43.3102150505415
"64201";-0.73103385;43.2875098005413
"64281";-0.7349268;43.3135372505415
"64466";-0.86156695;43.3434125005417
"64403";-0.86815025;43.3666506005418
"64033";-0.82041675;43.3395369505417
"64032";-0.827588;43.3461970005417
"64555";-0.80697025;43.3368867505417
"64287";-0.85742445;43.3873605005419
"64414";-0.8247625;43.3817994005419
"64434";-0.8097032;43.3775667505419
"64170";-0.9705046;43.455279250542
"64474";-1.0220502;43.472316400542
"64082";-1.00794255;43.466139500542
"64423";-0.96180065;43.435281250542
"64151";-0.90783175;43.419200350542
"40186";-0.9607688;43.5872643505413
"64286";-0.7698872;43.456145750542
"64179";-0.7322885;43.437300950542
"64505";-0.71265885;43.454250100542
"64430";-0.77770025;43.4945115505419
"64131";-0.74124105;43.462300400542
"64177";-0.7214524;43.4770889005419
"64471";-0.8062625;43.5310047005417
"64185";-0.55901145;42.9389019005349
"64104";-0.5900286;43.0069883505367
"64085";-0.52035855;43.0016047005365
"64240";-0.4488439;43.021495900537
"64128";-0.4784695;43.065934750538
"64127";-0.46012265;43.0464730005376
"64069";-0.3976545;43.0308864505373
"64175";-0.3750236;43.0518578505377
"64460";-0.57180945;43.1935776005403
"64261";-0.5468146;43.1578418005397
"64209";-0.55212805;43.1889797505402
"64207";-0.52856;43.1835451505401
"64220";-0.60725775;43.2143013005406
"64280";-0.4482601;43.0872132505385
"64116";-0.42260905;43.1318300505393
"64473";-0.38197025;43.1111526505389
"64421";-0.50811335;43.1548455005397
"65458";-0.09236015;42.9594864005355
"65396";-0.09140615;42.9739353505359
"65210";-0.0538054;42.8906663005335
"65435";-0.07222895;42.9515127005353
"65362";-0.0742673;42.9606465005355
"65001";-0.0769795;42.9763132005359
"65473";-0.0208468;42.9391946505349
"65267";-0.091645;42.9921533505363
"65036";-0.03931425;42.978732950536
"65349";-0.0138522;43.0310338505373
"65351";-0.01401775;43.0469334005376
"64058";-0.2532379;43.0805989005383
"64197";-0.55285575;43.3088455505415
"64306";-0.62743845;43.3562758005418
"64410";-0.61565235;43.3739831505419
"64301";-0.66808325;43.3836279505419
"64003";-0.62687325;43.3938118505419
"64418";-0.6024145;43.3720669005419
"64443";-0.58888465;43.3695242005418
"64431";-0.61373295;43.3874337505419
"64061";-0.572704;43.3985743505419
"64117";-0.56858675;43.3747713505419
"64521";-0.5605027;43.417566650542
"64299";-0.50973365;43.2760325505412
"64367";-0.7008874;43.428942500542
"64396";-0.66058345;43.425202500542
"64042";-0.6743541;43.462492750542
"64088";-0.69345545;43.4891100005419
"64057";-0.6241995;43.4692567505419
"64300";-0.6092954;43.420468250542
"64541";-0.58042915;43.438625350542
"64200";-0.5544299;43.455015700542
"64048";-0.53260255;43.458597900542
"64181";-0.57694405;43.463732000542
"64450";-0.5547115;43.4863719505419
"64296";-0.65625355;43.5274332505417
"64254";-0.61413815;43.5128580505418
"64406";-0.5446652;43.5141884005418
"64171";-0.52678435;43.425961350542
"64144";-0.5161685;43.443638850542
"64243";-0.52311365;43.4808458505419
"64548";-0.5026604;43.4703588505419
"64143";-0.50814195;43.4944066005419
"64226";-0.44151365;43.4874057505419
"64355";-0.44165935;43.5057668505418
"64560";-0.375342;43.461187750542
"64514";-0.3976604;43.4793848505419
"64383";-0.4101345;43.4979720005419
"64077";-0.37876205;43.4795742005419
"64332";-0.3598479;43.4960988005419
"64234";-0.48522105;43.5080027005418
"64447";-0.5019688;43.5302116505417
"64557";-0.4102791;43.5246182505418
"64380";-0.3822538;43.5104090505418
"64456";-0.3573437;43.5255312005418
"64195";-0.36438025;43.5390749505417
"64520";-0.25943995;43.3222789005416
"64438";-0.2266376;43.3281456505416
"64370";-0.2888719;43.3548941505418
"64027";-0.2896924;43.3992534505419
"64482";-0.2532221;43.3620419505418
"64516";-0.18311995;43.3429125005417
"64227";-0.21417485;43.3592236505418
"64544";-0.14984675;43.3394446005417
"64338";-0.1564107;43.3583075005418
"64043";-0.3465856;43.448785650542
"64078";-0.32165095;43.452974000542
"64536";-0.3450555;43.4758956005419
"64308";-0.3174955;43.4905772505419
"64385";-0.304257;43.468987200542
"64167";-0.2784854;43.4791140005419
"64190";-0.2943212;43.5046521005419
"64361";-0.1990526;43.445240500542
"64311";-0.220865;43.4804748505419
"64408";-0.2537823;43.4919315005419
"64307";-0.18864;43.4797455005419
"64232";-0.33436955;43.5151644005418
"64464";-0.2772385;43.5196596505418
"64534";-0.245078;43.5144275005418
"64090";-0.2499171;43.5422195005417
"64153";-0.21136685;43.5120845005418
"64552";-0.179428;43.5100055005418
"64366";-0.219442;43.5415325005417
"64486";-0.1846845;43.5289735005418
"64532";-0.1919405;43.5459255005416
"64180";-0.223708;43.5611950005415
"64369";-0.14881755;43.424655150542
"64524";-0.16491125;43.445575150542
"64503";-0.1135839;43.432375050542
"64446";-0.09890795;43.418297250542
"64331";-0.10871105;43.449719000542
"64337";-0.1536596;43.468247250542
"64236";-0.1659357;43.4854760505419
"64052";-0.14407935;43.5016323505419
"64210";-0.1243874;43.466333100542
"64182";-0.1315559;43.4829757505419
"64193";-0.08827035;43.4773071005419
"64517";-0.1039507;43.5031159505419
"65472";-0.00171695;43.5003074505419
"64159";-0.15259825;43.5241738005418
"64192";-0.16770555;43.5475430505416
"64079";-0.12635805;43.5316257005417
"64401";-0.1482275;43.5529220005416
"64323";-0.0815116;43.5109983505418
"40213";-1.3682182;43.6046800505412
"40036";-1.36791685;43.6342652005409
"40292";-1.324648;43.6090668505411
"40291";-1.33246625;43.6730544005404
"40284";-1.30123315;43.6630102005405
"40317";-1.31582965;43.69514985054
"40276";-1.2474591;43.8752065505363
"40277";-1.0415167;43.6675208505404
"40095";-0.912179;43.6067512005411
"40199";-0.8882524;43.5954583505413
"40084";-0.91896265;43.6475059505407
"40228";-0.8395149;43.620840050541
"40071";-0.8517379;43.6590034005406
"40090";-0.80530125;43.6530722505406
"40112";-0.8225444;43.6812387005403
"40074";-0.78607675;43.6153423005411
"40028";-0.78024105;43.6502617005407
"40109";-0.74279935;43.6393109505408
"40194";-0.83669735;43.7066067505399
"40023";-0.791846;43.6898377005401
"40205";-0.82229145;43.7208491005396
"40104";-0.87118305;43.7276569505395
"40260";-0.83911585;43.7547008005391
"40160";-0.79436945;43.7323769505394
"40235";-0.81701805;43.754768000539
"40078";-0.7538023;43.6877460505401
"40141";-0.7861778;43.7125855505398
"40144";-0.7289522;43.7037674505399
"40201";-0.7477406;43.7404085505393
"40147";-0.790185;43.756538400539
"40204";-0.72281195;43.7497483505391
"40151";-0.908701;43.8592057005367
"40116";-0.78306205;43.7755662005386
"40019";-1.19192525;44.2092938505243
"40252";-0.55783385;43.6805363505403
"40092";-0.58349185;43.7023752005399
"40098";-0.5497458;43.7150687005397
"40286";-0.48948075;43.6290430505409
"40298";-0.5197282;43.6708243005404
"40239";-0.403137;43.6060117505412
"40219";-0.39733615;43.6270593505409
"40083";-0.37330055;43.6089783505411
"40110";-0.3701054;43.6322821005409
"40097";-0.3811265;43.6919924005401
"40082";-0.3899857;43.7156092005397
"40240";-0.3663782;43.7414263005393
"40049";-0.36122705;43.7760523505386
"40174";-0.33451655;43.6136437005411
"32222";-0.11412885;43.7632189005389
"32005";-0.06595325;43.7415848505393
"32310";-0.14133805;43.7774066505386
"32291";-0.15173245;43.7963574505382
"32127";-0.10465735;43.8762003505363
"40056";-0.5447468;44.0533546005307
"40087";-0.0741652;43.9947939505328
"47286";-0.02279765;44.2270420005234
"33429";-0.4414819;44.4299974505125
"33336";-0.37151715;44.3858799505151
"33547";-0.3810379;44.4499632005113
"33310";-0.5089796;44.502400900508
"33026";-0.4499408;44.4877479005089
"33197";-0.5235073;44.5507586505048
"33307";-0.3697415;44.4812325005094
"33237";-0.36479705;44.5057580005078
"33076";-0.4056905;44.5370375505058
"33454";-0.52308845;44.6387607504986
"33452";-0.44549615;44.6272071004995
"33225";-0.4334122;44.5694862005035
"33205";-0.3796709;44.6087017005008
"33155";-0.204238;44.3175266005189
"33046";-0.25856625;44.3641243005163
"33144";-0.18417485;44.3786367005155
"33329";-0.29959145;44.3982623005144
"33537";-0.32707205;44.4304696505125
"33244";-0.27461465;44.4328883005124
"33305";-0.2799608;44.47229020051
"33270";-0.2578009;44.4119529005136
"33507";-0.18305525;44.4001097505143
"33017";-0.24402085;44.47108550051
"33239";-0.15792195;44.3354229505179
"33391";-0.1739457;44.4248176005129
"33053";-0.1458867;44.4143628505135
"33235";-0.11326625;44.3928935005147
"33178";-0.1348374;44.4367564505121
"33276";-0.0587458;44.4008233005143
"33504";-0.3437397;44.533323600506
"33343";-0.3488306;44.5683875505036
"33176";-0.2613046;44.6170915005002
"33510";-0.23325375;44.6136255005005
"33288";-0.25380765;44.6321494004991
"33411";-0.21523745;44.6244235004997
"33367";-0.191173;44.6085639505008
"33299";-0.2128539;44.6434185004983
"33440";-0.1784376;44.6333492504991
"33048";-0.1287576;44.4825548505093
"33031";-0.09459155;44.5598242005042
"33158";-0.0653897;44.6103544505007
"33024";-0.05013275;44.6187763005001
"33087";-0.0663425;44.634538800499
"33443";-0.0447634;44.647880900498
"33479";-0.0233212;44.6081523005009
"33250";-0.02237795;44.6263110504996
"33283";-0.01392525;44.6452647504982
"33274";-0.55811005;44.7176058004927
"33474";-0.47242155;44.6574695004973
"33448";-0.512509;44.713978150493
"33118";-0.4572647;44.7847268004873
"33165";-0.44031815;44.8200454004844
"33381";-0.4260946;44.7544372504898
"33263";-0.3961492;44.7565713004896
"33408";-0.38240065;44.7538522004899
"33201";-0.3675367;44.7387006004911
"33245";-0.429682;44.7925621004867
"33061";-0.40899125;44.8209184004843
"33363";-0.3924169;44.7867836004872
"33252";-0.39279855;44.8113095504851
"33335";-0.35685135;44.8045119504857
"33330";-0.43453095;44.8528820504816
"33293";-0.4292794;44.8843213504788
"33082";-0.3731853;44.9614874504719
"33524";-0.35425535;44.9754115004706
"33549";-0.34032;44.6897215004949
"33098";-0.32263625;44.6827405004954
"33231";-0.30337045;44.6593849504971
"33308";-0.288301;44.6560711004974
"33156";-0.276648;44.6786089504957
"33093";-0.32767485;44.7180009004927
"33515";-0.28734995;44.6942885004945
"33152";-0.25635745;44.6487399504979
"33464";-0.2199527;44.6687242504964
"33008";-0.2590908;44.6738724004961
"33215";-0.24561395;44.7032097504938
"33092";-0.2150366;44.6941524504945
"33409";-0.18402895;44.700538550494
"33292";-0.2141156;44.7156707004929
"33025";-0.19607095;44.7245150004922
"33140";-0.34455555;44.7687670504886
"33523";-0.2693817;44.7375771504911
"33466";-0.28113225;44.8175161004846
"33043";-0.222555;44.7366184004912
"33121";-0.1868144;44.7411796004909
"33135";-0.18579685;44.7566987004896
"33196";-0.2106286;44.8031946004858
"33194";-0.21508545;44.8146712504848
"33257";-0.19434835;44.8122938004851
"33482";-0.112377;44.6758965004959
"33419";-0.075309;44.661841250497
"33224";-0.0189125;44.6502970504978
"33446";-0.036667;44.675037100496
"33103";-0.0114795;44.6795285004956
"33112";-0.011858;44.6955577004944
"33129";-0.038761;44.7192279004926
"33421";-0.13282335;44.8088122004853
"33278";-0.0244938;44.7447732004906
"33303";-0.2803965;44.8469739004821
"33079";-0.28443585;44.8631181004807
"33015";-0.27965335;44.8895706504784
"33531";-0.24283555;44.8255030004839
"33185";-0.24970905;44.8614609004809
"33298";-0.2206226;44.8615185504808
"33414";-0.32884345;44.9440989004735
"33356";-0.31792465;44.938228000474
"33451";-0.30032725;44.9238722504753
"33365";-0.29649225;44.9472227504732
"33548";-0.31440905;44.9747485504706
"33328";-0.20189015;44.9305665504747
"33485";-0.1207919;44.8324928504833
"33459";-0.1164335;44.8539171504815
"33426";-0.13766245;44.8736736504798
"33394";-0.17148215;44.8947008004779
"33420";-0.12062045;44.8747686004797
"33396";-0.0925572;44.8816483504791
"33384";-0.11958465;44.8973228504777
"33127";-0.078242;44.8306237004835
"33437";-0.0715119;44.8541971004815
"33390";-0.0653723;44.8800231504792
"33406";-0.0640528;44.9007873004774
"33342";-0.0631516;44.9305497004747
"33461";-0.04046795;44.916682650476
"33386";-0.0257452;44.9392458004739
"33526";-0.0249854;44.9607060004719
"33104";-0.81625285;45.0032596004679
"33297";-0.79694425;45.0546277004629
"33177";-0.99454345;45.3133836504352
"33240";-0.9234992;45.279541800439
"33338";-0.90856855;45.3203379004345
"33128";-0.91465465;45.342055750432
"33055";-0.86656975;45.3230346004342
"33134";-0.8454039;45.3458223504315
"33348";-0.99523085;45.3565052004302
"17060";-0.76221425;45.4995829004129
"17152";-0.7998862;45.5469886504068
"17131";-0.82839465;45.5733622504034
"17310";-0.75944245;45.5809770504024
"17442";-0.78890035;45.614784700398
"17133";-0.7137775;45.5954252004005
"17244";-0.75372935;45.6323200003956
"33132";-0.59421425;45.0659676504618
"33500";-0.5715256;45.0708971004613
"33100";-0.6160021;45.1272771004556
"33441";-0.64113765;45.1396808504543
"33477";-0.62526185;45.1575537004524
"33425";-0.46844885;45.043932400464
"33525";-0.50580515;45.0524102004631
"33341";-0.5002898;45.0826065004601
"33553";-0.436738;45.0255172504658
"33321";-0.4313135;45.0472751504636
"33142";-0.42032595;45.074443000461
"33183";-0.39493545;45.0446570504639
"33489";-0.5060695;45.1050430004579
"33126";-0.457806;45.1124635004571
"33439";-0.4091645;45.122715000456
"33374";-0.57626605;45.2591685004414
"17417";-0.48209755;45.3478342504313
"17305";-0.45232965;45.3372660504325
"17199";-0.3567362;45.2741738504397
"17130";-0.40941765;45.3216111504343
"17092";-0.4154108;45.3373853504325
"17156";-0.374602;45.3322679504331
"33166";-0.0360586;45.053633000463
"17386";-0.14971465;45.1573632504524
"17099";-0.3245728;45.2486971004425
"17243";-0.2746623;45.2286294504448
"17365";-0.20053875;45.217903250446
"17269";-0.2359651;45.2212120504456
"17433";-0.32753165;45.3058671504361
"17281";-0.30704815;45.2797113004391
"17319";-0.27274895;45.2827069504388
"17282";-0.34314555;45.3275367504337
"17287";-0.25873215;45.27221380044
"17378";-0.20386585;45.27185190044
"17241";-0.1679243;45.2071326004471
"17055";-0.069878;45.1927601004487
"16029";-0.01809235;45.3034265004364
"16066";-0.05076365;45.3269025004337
"16256";-0.0608138;45.3429815004318
"16091";-0.00337895;45.3488535504312
"17335";-0.6478686;45.3767497004279
"17424";-0.62633715;45.3887807504265
"17390";-0.66474485;45.4181455504229
"17317";-0.63678935;45.4319674504212
"17362";-0.59371095;45.3743224004282
"17423";-0.5880217;45.3999383004251
"17116";-0.5898459;45.4184117504229
"17324";-0.5708378;45.4045068504246
"17210";-0.6752184;45.4606603504177
"17050";-0.6159421;45.4801034004153
"17279";-0.57708825;45.4497311004191
"17402";-0.54511995;45.4467554004194
"17331";-0.5644764;45.4817126004151
"17250";-0.5388807;45.5042346004123
"17430";-0.52129605;45.3547033004305
"17005";-0.5018907;45.3851388504269
"17002";-0.4694021;45.3836113504271
"17476";-0.43988315;45.3789163004276
"17263";-0.52334305;45.4160863004232
"17345";-0.4894901;45.4333958504211
"17403";-0.45461765;45.4118873004237
"17454";-0.4044275;45.3575527004302
"17096";-0.36056355;45.35915945043
"17163";-0.38734765;45.3796204504276
"17270";-0.4021692;45.4068310504243
"17372";-0.35269615;45.4003079004251
"17082";-0.3785056;45.4324106504212
"17215";-0.47403005;45.466847200417
"17339";-0.44024715;45.4635586504173
"17332";-0.48465085;45.4900344004141
"17343";-0.51000205;45.5115580504114
"17108";-0.442517;45.4928064004137
"17220";-0.46984555;45.5189469004104
"17197";-0.42366555;45.4413279504201
"17363";-0.43296885;45.4644326004173
"17233";-0.35880295;45.4440016504198
"17295";-0.37971465;45.474727250416
"17259";-0.4293468;45.5107594504115
"17258";-0.39901925;45.5137180504111
"17404";-0.6741808;45.6093357003987
"17039";-0.55816055;45.5283229504092
"17191";-0.5738765;45.6582874003921
"17159";-0.52418435;45.5318217504088
"17027";-0.5095666;45.5514077504063
"17047";-0.4853584;45.5679008504041
"17078";-0.45085555;45.5472911504068
"17056";-0.5048555;45.5994264504
"17192";-0.4010159;45.5550036504058
"16169";-0.36181925;45.6999543003864
"17468";-0.33620295;45.3535606504306
"17341";-0.3282608;45.4213269004225
"16384";-0.19994835;45.3746694504281
"16380";-0.20213305;45.3985522504253
"17020";-0.32844595;45.5058129504121
"16178";-0.2047209;45.514374000411
"16251";-0.14343495;45.3550186504304
"16105";-0.1379642;45.4035844004247
"16276";-0.17526295;45.4271467004218
"16099";-0.08441105;45.3574253504301
"16040";-0.07126525;45.3904241004263
"16354";-0.02012485;45.375653150428
"16074";-0.08103015;45.4262147504219
"16267";-0.0086422;45.3969367504255
"16062";-0.0417552;45.4242181504222
"16028";-0.15543975;45.4811910504151
"16360";-0.12586675;45.4542737504185
"16303";-0.0895504;45.4701994004165
"16338";-0.1327837;45.5069218004119
"16405";-0.099785;45.5083292004118
"16014";-0.0551573;45.4786699004155
"16177";-0.0626724;45.5113067504114
"16012";-0.28750515;45.6133064003982
"16399";-0.2618992;45.5603832004051
"16010";-0.22348945;45.5586309504053
"16116";-0.2148539;45.5356759004083
"16186";-0.1854263;45.5654939004044
"16171";-0.2531301;45.5890627504014
"16366";-0.21239025;45.614155500398
"16343";-0.1771372;45.6001767003999
"16151";-0.3050547;45.637076500395
"16089";-0.3166284;45.6752641003898
"16102";-0.33762325;45.696056750387
"16202";-0.1868638;45.6578857503922
"16056";-0.2242152;45.6644090503913
"16174";-0.23089465;45.6923090003875
"16050";-0.1329644;45.576639250403
"16153";-0.1521989;45.666757750391
"16167";-0.16946935;45.6876824003881
"17348";-0.97451855;45.8309537503679
"17036";-1.01001075;45.8717427003619
"17045";-0.84879975;45.8594971003637
"17193";-1.07397025;46.1212873003233
"17413";-1.050379;46.0771364503304
"17420";-1.05180805;46.1030400503262
"17166";-0.89237665;46.1108796003249
"17109";-1.03537885;46.1444009503195
"17373";-0.96243005;46.1570820003174
"17272";-0.81471125;46.091768950328
"17080";-0.8412594;46.1090773003252
"17293";-0.81816615;46.1386876503204
"17434";-0.7513323;46.0985406003269
"17158";-0.8575953;46.2264596503059
"17201";-0.75615535;46.2167662503076
"17267";-0.92638275;46.2383163503039
"17322";-0.8222647;46.2660813502992
"17127";-0.7927518;46.2573277003007
"85148";-0.840694;46.3975305502765
"85133";-0.7484521;46.3637578502824
"85123";-0.70435745;46.3684638502816
"17164";-0.589451;45.767331800377
"17089";-0.53666165;45.7626877503777
"17462";-0.5416585;45.7903418003737
"17395";-0.49205635;45.7327048503819
"17374";-0.46001935;45.8782157003609
"17048";-0.35357935;45.8751631503614
"17440";-0.5587963;45.9459677003508
"17087";-0.6482086;45.9722978003468
"17356";-0.64199645;45.996794900343
"17254";-0.6238891;46.022174500339
"17202";-0.6012388;45.9983415503427
"17465";-0.5699929;45.9713483003469
"17124";-0.59316855;46.0367433003367
"17165";-0.46516225;45.9073476503566
"17288";-0.45132265;45.9501736003501
"17025";-0.4105436;45.8807002003606
"17459";-0.4274623;45.918230000355
"17071";-0.3684031;45.9005591503576
"17383";-0.38523115;45.9462570003507
"17467";-0.44345105;45.9710746503469
"17381";-0.4563277;46.0055766503416
"17150";-0.4251148;45.9753002503463
"17271";-0.38733915;45.9842258003449
"17268";-0.4122358;46.0175537003397
"17049";-0.4204692;46.0537337503341
"17334";-0.3990939;46.0438784503356
"16058";-0.29560965;45.7139207503845
"16243";-0.26753155;45.7255216503829
"16277";-0.25346775;45.7354130003815
"16088";-0.2080262;45.7095766503851
"17290";-0.3482989;45.8318632003677
"17446";-0.317211;45.8251655003687
"17224";-0.31574365;45.8657229003628
"17212";-0.228483;45.8318784003677
"17188";-0.252057;45.8615217003634
"17427";-0.18785575;45.8443951003659
"17223";-0.2184824;45.8616319003634
"16220";-0.1748918;45.7120567003848
"17377";-0.16776925;45.8622268003633
"16228";-0.07965115;45.8212993503693
"16156";-0.02161585;45.8262678003686
"16051";-0.0500943;45.8394738003666
"17029";-0.316112;45.9007612503576
"17451";-0.2650924;45.9080141503565
"17367";-0.34366215;45.938040100352
"17176";-0.3117136;45.9290704003533
"17101";-0.3411038;45.9656718503478
"17206";-0.290134;45.9592454003487
"17180";-0.2239636;45.8905595503591
"17135";-0.21453695;45.9149435003555
"17177";-0.25546085;45.9365728503522
"17422";-0.2157965;45.9539106503496
"17473";-0.3074883;45.9952982003432
"17024";-0.34865205;46.0192301503395
"17257";-0.2396936;45.9804786003455
"17149";-0.2054458;45.9988025503427
"17117";-0.263287;46.0127757003405
"79031";-0.47711145;46.184241100313
"79350";-0.40743015;46.1450514503194
"79046";-0.6424336;46.2390701503038
"79254";-0.65576165;46.2668305002991
"79009";-0.61090535;46.255862300301
"85028";-0.68485815;46.3854915002786
"85168";-0.6604375;46.3957811502768
"79348";-0.27370275;46.1196551003235
"79142";-0.22346585;46.110844300325
"79173";-0.19215895;46.1845084503129
"79295";-0.19727995;46.2055402503094
"79107";-0.13524085;46.0804423503298
"79027";-0.10792995;46.0822943003295
"79085";-0.1741084;46.1160949003241
"79158";-0.15149085;46.135529950321
"79122";-0.1286964;46.1125000503247
"79153";-0.0793523;46.0749401003307
"79011";-0.043532;46.091531500328
"79045";-0.0136095;46.0905721003282
"79083";-0.0801357;46.1158951503241
"79160";-0.17086125;46.1439919003196
"79199";-0.17480575;46.1686080503155
"79251";-0.1324477;46.1858294503127
"79330";-0.11711445;46.1532733503181
"79314";-0.0943321;46.166087000316
"79279";-0.17376565;46.2224915003066
"79214";-0.1204329;46.1985419503106
"79164";-0.0496078;46.184199800313
"79136";-0.03518335;46.1485809003188
"79064";-0.07652295;46.20210005031
"79301";-0.03933875;46.2074764503091
"79061";-0.2139089;46.2401721003036
"79004";-0.2502034;46.3238525002894
"79283";-0.25977715;46.360357700283
"79217";-0.20042505;46.31991685029
"79276";-0.2017596;46.3886359502781
"79174";-0.1463405;46.231957400305
"79264";-0.1109997;46.2420293003033
"79030";-0.1728395;46.2819763002965
"79098";-0.1459313;46.3096571502918
"79313";-0.09643895;46.2894498002953
"79087";-0.0491834;46.2919493002948
"79184";-0.1175108;46.3515836502845
"79246";-0.13835965;46.3934401502772
"79303";-0.09763795;46.3877787502782
"79042";-0.05678035;46.3676679502818
"85045";-1.81936945;46.6478146502307
"85239";-1.82536205;46.7330424002144
"85245";-0.90845595;46.5468327002496
"85137";-0.870934;46.538919550251
"85205";-0.8639985;46.5734915002446
"85041";-0.80027735;46.593367700241
"85271";-0.82934145;46.6108389502377
"85252";-0.81338065;46.6397927502323
"85186";-1.25720955;46.8601251001895
"85146";-1.3138794;46.9763232501661
"85247";-1.0611246;46.9722639001669
"79223";-0.54226385;46.5270073502532
"79222";-0.5236413;46.7219164002166
"79270";-0.21225045;46.4144366502735
"79341";-0.15008295;46.5322180002523
"79105";-0.1075776;46.4988102502584
"79202";-0.2349611;46.6459416002311
"79306";-0.13011995;46.6233483502353
"79197";-0.0984686;46.6902924002227
"79258";-0.2357648;46.9688628001676
"72106";-0.3143476;47.8058913999835
"56210";-3.34573065;48.0337056999296
"56048";-3.37342465;48.0591429999235
"56073";-3.20482915;48.0664400999218
"50589";-1.4446034;48.585568349795
"50120";-1.47835025;48.8918667997191
"50244";-1.503695;48.9748246496986
"50140";-1.42963845;48.989114249695
"50568";-1.42447155;49.0120340996893
"50537";-1.4360505;49.041704799682
"50376";-1.41073555;49.0327984496842
"53099";-0.70578555;48.0291963999307
"53096";-0.93183035;48.2953241998664
"53155";-0.8930054;48.2893584998678
"53048";-0.8647251;48.226876799883
"53225";-0.82935525;48.2094790498873
"53031";-0.79817185;48.2209066998845
"53222";-0.73582645;48.223176899884
"53002";-0.7398592;48.2321540498818
"53064";-0.75736005;48.3351996998566
"53219";-0.7165507;48.3046256498641
"53154";-0.98721035;48.3819561998452
"53047";-0.9003595;48.3916224998428
"53238";-1.0096812;48.4319367498329
"53093";-0.96491755;48.4489587498287
"53211";-0.8738431;48.3448005998543
"53071";-0.8457847;48.3873462498439
"53115";-0.86380355;48.4220278498354
"53042";-0.7739771;48.3910493498429
"53237";-0.70684185;48.3854106498443
"53270";-0.8768235;48.4481408998289
"53034";-0.69964665;48.0715281999206
"53248";-0.4101286;48.011222099935
"53043";-0.51944205;48.1569303999
"53207";-0.47925305;48.1350148499053
"72378";-0.2653533;47.8135731499817
"72336";-0.28315095;47.8408334499753
"72151";-0.29109325;47.8687166999688
"72083";-0.22205795;47.944002199951
"72050";-0.2312337;47.9809718999422
"72307";-0.1768074;47.9558028999482
"72184";-0.17695545;47.9801354999424
"72131";-0.03295565;47.8968295499622
"72059";-0.14626535;47.9203014499566
"72237";-0.0901958;47.9129293499583
"72274";-0.13726175;47.9623972499466
"72075";-0.01025265;47.9319728499538
"72107";-0.04091;47.9782199499429
"53010";-0.31933175;48.1553947999004
"72348";-0.09500035;47.9893047999402
