"DEP","COM","code_iris","REG","LIBCOM","LIBIRIS","num","P14_POP","NOM_COM","lon","lat","Geo.Point"
"75","75114","751145504","11","Paris 14e Arrondissement","Petit Montrouge 4",622,3208,"Paris 14e Arrondissement","48.8246647827"," 2.32207368376","48.8246647827, 2.32207368376"
"75","75114","751145505","11","Paris 14e Arrondissement","Petit Montrouge 5",1837,3814,"Paris 14e Arrondissement","48.8273913852"," 2.32288777238","48.8273913852, 2.32288777238"
"75","75114","751145506","11","Paris 14e Arrondissement","Petit Montrouge 6",576,2300,"Paris 14e Arrondissement","48.825902739"," 2.32460800042","48.825902739, 2.32460800042"
"75","75114","751145507","11","Paris 14e Arrondissement","Petit Montrouge 7",1943,2004,"Paris 14e Arrondissement","48.8265112833"," 2.32745687334","48.8265112833, 2.32745687334"
"75","75114","751145508","11","Paris 14e Arrondissement","Petit Montrouge 8",1447,3202,"Paris 14e Arrondissement","48.8255053619"," 2.32977864674","48.8255053619, 2.32977864674"
"75","75114","751145509","11","Paris 14e Arrondissement","Petit Montrouge 9",472,1918,"Paris 14e Arrondissement","48.8272592125"," 2.33000851988","48.8272592125, 2.33000851988"
"75","75114","751145510","11","Paris 14e Arrondissement","Petit Montrouge 10",686,2195,"Paris 14e Arrondissement","48.8288546957"," 2.33168161605","48.8288546957, 2.33168161605"
"75","75114","751145511","11","Paris 14e Arrondissement","Petit Montrouge 11",1815,1931,"Paris 14e Arrondissement","48.8292242038"," 2.32926849317","48.8292242038, 2.32926849317"
"75","75114","751145512","11","Paris 14e Arrondissement","Petit Montrouge 12",1773,1940,"Paris 14e Arrondissement","48.8301615363"," 2.32714639349","48.8301615363, 2.32714639349"
"75","75114","751145513","11","Paris 14e Arrondissement","Petit Montrouge 13",861,2740,"Paris 14e Arrondissement","48.8298064256"," 2.32484068131","48.8298064256, 2.32484068131"
"75","75114","751145514","11","Paris 14e Arrondissement","Petit Montrouge 14",3504,1848,"Paris 14e Arrondissement","48.8321787915"," 2.32762037371","48.8321787915, 2.32762037371"
"75","75114","751145515","11","Paris 14e Arrondissement","Petit Montrouge 15",7738,2474,"Paris 14e Arrondissement","48.8318802756"," 2.33290039725","48.8318802756, 2.33290039725"
"75","75114","751145516","11","Paris 14e Arrondissement","Petit Montrouge 16",1008,2635,"Paris 14e Arrondissement","48.8335640216"," 2.32858520072","48.8335640216, 2.32858520072"
"75","75114","751145601","11","Paris 14e Arrondissement","Plaisance 1",1879,2169,"Paris 14e Arrondissement","48.8241627327"," 2.31365427039","48.8241627327, 2.31365427039"
"75","75114","751145602","11","Paris 14e Arrondissement","Plaisance 2",197,1710,"Paris 14e Arrondissement","48.8260107023"," 2.31025520139","48.8260107023, 2.31025520139"
"75","75114","751145603","11","Paris 14e Arrondissement","Plaisance 3",2065,2698,"Paris 14e Arrondissement","48.8256211537"," 2.30612442258","48.8256211537, 2.30612442258"
"75","75114","751145604","11","Paris 14e Arrondissement","Plaisance 4",11630,2547,"Paris 14e Arrondissement","48.8300720774"," 2.30824201238","48.8300720774, 2.30824201238"
"75","75114","751145605","11","Paris 14e Arrondissement","Plaisance 5",2099,2657,"Paris 14e Arrondissement","48.8274934736"," 2.30931127983","48.8274934736, 2.30931127983"
"75","75114","751145606","11","Paris 14e Arrondissement","Plaisance 6",880,2623,"Paris 14e Arrondissement","48.8261782988"," 2.31617530856","48.8261782988, 2.31617530856"
"75","75114","751145607","11","Paris 14e Arrondissement","Plaisance 7",4474,3328,"Paris 14e Arrondissement","48.8278996809"," 2.31846205021","48.8278996809, 2.31846205021"
"75","75114","751145608","11","Paris 14e Arrondissement","Plaisance 8",1963,2394,"Paris 14e Arrondissement","48.8295525099"," 2.31478869685","48.8295525099, 2.31478869685"
"75","75114","751145609","11","Paris 14e Arrondissement","Plaisance 9",1221,2493,"Paris 14e Arrondissement","48.8315276155"," 2.31154666377","48.8315276155, 2.31154666377"
"75","75114","751145610","11","Paris 14e Arrondissement","Plaisance 10",1305,2680,"Paris 14e Arrondissement","48.8308865564"," 2.3148224717","48.8308865564, 2.3148224717"
"75","75114","751145611","11","Paris 14e Arrondissement","Plaisance 11",1552,1827,"Paris 14e Arrondissement","48.8302154907"," 2.31755656179","48.8302154907, 2.31755656179"
"75","75114","751145612","11","Paris 14e Arrondissement","Plaisance 12",287,2256,"Paris 14e Arrondissement","48.8294313997"," 2.320384767","48.8294313997, 2.320384767"
"75","75114","751145613","11","Paris 14e Arrondissement","Plaisance 13",865,2522,"Paris 14e Arrondissement","48.8307779141"," 2.32161975574","48.8307779141, 2.32161975574"
"75","75114","751145614","11","Paris 14e Arrondissement","Plaisance 14",2070,2030,"Paris 14e Arrondissement","48.8331658382"," 2.31836424009","48.8331658382, 2.31836424009"
"75","75114","751145615","11","Paris 14e Arrondissement","Plaisance 15",963,2346,"Paris 14e Arrondissement","48.832443627"," 2.317658347","48.832443627, 2.317658347"
"75","75114","751145616","11","Paris 14e Arrondissement","Plaisance 16",5553,3014,"Paris 14e Arrondissement","48.8321560993"," 2.31576966297","48.8321560993, 2.31576966297"
"75","75114","751145617","11","Paris 14e Arrondissement","Plaisance 17",3518,2351,"Paris 14e Arrondissement","48.8334513563"," 2.31283023678","48.8334513563, 2.31283023678"
"75","75114","751145618","11","Paris 14e Arrondissement","Plaisance 18",4216,2989,"Paris 14e Arrondissement","48.8358150577"," 2.31608195767","48.8358150577, 2.31608195767"
"75","75114","751145619","11","Paris 14e Arrondissement","Plaisance 19",3571,2447,"Paris 14e Arrondissement","48.8340317649"," 2.31967165245","48.8340317649, 2.31967165245"
"75","75114","751145620","11","Paris 14e Arrondissement","Plaisance 20",2919,2727,"Paris 14e Arrondissement","48.832392807"," 2.32250903515","48.832392807, 2.32250903515"
"75","75114","751145621","11","Paris 14e Arrondissement","Plaisance 21",1484,2425,"Paris 14e Arrondissement","48.833804519"," 2.3234157555","48.833804519, 2.3234157555"
"75","75114","751145622","11","Paris 14e Arrondissement","Plaisance 22",644,1690,"Paris 14e Arrondissement","48.8345701589"," 2.32509461318","48.8345701589, 2.32509461318"
"75","75114","751145623","11","Paris 14e Arrondissement","Plaisance 23",2606,3831,"Paris 14e Arrondissement","48.8358149317"," 2.32110580226","48.8358149317, 2.32110580226"
"75","75114","751145624","11","Paris 14e Arrondissement","Plaisance 24",4031,2652,"Paris 14e Arrondissement","48.8383156909"," 2.32015946538","48.8383156909, 2.32015946538"
"75","75114","751145625","11","Paris 14e Arrondissement","Plaisance 25",856,627,"Paris 14e Arrondissement","48.8286075009"," 2.31203732186","48.8286075009, 2.31203732186"
"75","75115","751155701","11","Paris 15e Arrondissement","Saint-Lambert 1",4887,3574,"Paris 15e Arrondissement","48.8277807113"," 2.29755218151","48.8277807113, 2.29755218151"
"75","75115","751155702","11","Paris 15e Arrondissement","Saint-Lambert 2",1625,1500,"Paris 15e Arrondissement","48.831939437"," 2.30836655988","48.831939437, 2.30836655988"
"75","75115","751155703","11","Paris 15e Arrondissement","Saint-Lambert 3",1902,3634,"Paris 15e Arrondissement","48.8303067178"," 2.30377829289","48.8303067178, 2.30377829289"
"75","75115","751155704","11","Paris 15e Arrondissement","Saint-Lambert 4",4434,2783,"Paris 15e Arrondissement","48.8309436222"," 2.29942635801","48.8309436222, 2.29942635801"
"75","75115","751155705","11","Paris 15e Arrondissement","Saint-Lambert 5",2881,4017,"Paris 15e Arrondissement","48.8321683828"," 2.29545650412","48.8321683828, 2.29545650412"
"75","75115","751155706","11","Paris 15e Arrondissement","Saint-Lambert 6",799,2443,"Paris 15e Arrondissement","48.832484643"," 2.29098346202","48.832484643, 2.29098346202"
"75","75115","751155707","11","Paris 15e Arrondissement","Saint-Lambert 7",1549,2300,"Paris 15e Arrondissement","48.8341600788"," 2.29321680847","48.8341600788, 2.29321680847"
"75","75115","751155708","11","Paris 15e Arrondissement","Saint-Lambert 8",3447,4014,"Paris 15e Arrondissement","48.8344112112"," 2.28718736496","48.8344112112, 2.28718736496"
"75","75115","751155709","11","Paris 15e Arrondissement","Saint-Lambert 9",2058,3504,"Paris 15e Arrondissement","48.835175027"," 2.29060458017","48.835175027, 2.29060458017"
"75","75115","751155710","11","Paris 15e Arrondissement","Saint-Lambert 10",2492,4625,"Paris 15e Arrondissement","48.8363903642"," 2.28570732088","48.8363903642, 2.28570732088"
"75","75115","751155711","11","Paris 15e Arrondissement","Saint-Lambert 11",2390,1995,"Paris 15e Arrondissement","48.8370885033"," 2.29085586295","48.8370885033, 2.29085586295"
"75","75115","751155712","11","Paris 15e Arrondissement","Saint-Lambert 12",1288,2566,"Paris 15e Arrondissement","48.8386496352"," 2.29154957564","48.8386496352, 2.29154957564"
"75","75115","751155713","11","Paris 15e Arrondissement","Saint-Lambert 13",1253,1949,"Paris 15e Arrondissement","48.8371777448"," 2.2940712213","48.8371777448, 2.2940712213"
"75","75115","751155714","11","Paris 15e Arrondissement","Saint-Lambert 14",849,2139,"Paris 15e Arrondissement","48.8360336299"," 2.29592908482","48.8360336299, 2.29592908482"
"75","75115","751155715","11","Paris 15e Arrondissement","Saint-Lambert 15",1662,2816,"Paris 15e Arrondissement","48.8351416974"," 2.2983336035","48.8351416974, 2.2983336035"
"75","75115","751155716","11","Paris 15e Arrondissement","Saint-Lambert 16",672,2844,"Paris 15e Arrondissement","48.8343142886"," 2.30081450425","48.8343142886, 2.30081450425"
"75","75115","751155717","11","Paris 15e Arrondissement","Saint-Lambert 17",852,2650,"Paris 15e Arrondissement","48.833747852"," 2.30292734917","48.833747852, 2.30292734917"
"75","75115","751155718","11","Paris 15e Arrondissement","Saint-Lambert 18",3192,2223,"Paris 15e Arrondissement","48.8331534783"," 2.30487703579","48.8331534783, 2.30487703579"
"75","75115","751155719","11","Paris 15e Arrondissement","Saint-Lambert 19",288,2374,"Paris 15e Arrondissement","48.8328638611"," 2.30701230782","48.8328638611, 2.30701230782"
"75","75115","751155720","11","Paris 15e Arrondissement","Saint-Lambert 20",421,2427,"Paris 15e Arrondissement","48.8347818666"," 2.3086881348","48.8347818666, 2.3086881348"
"75","75115","751155721","11","Paris 15e Arrondissement","Saint-Lambert 21",3866,1863,"Paris 15e Arrondissement","48.8361697616"," 2.30830064699","48.8361697616, 2.30830064699"
"75","75115","751155722","11","Paris 15e Arrondissement","Saint-Lambert 22",901,3068,"Paris 15e Arrondissement","48.8362029363"," 2.30294935558","48.8362029363, 2.30294935558"
"75","75115","751155723","11","Paris 15e Arrondissement","Saint-Lambert 23",1380,2766,"Paris 15e Arrondissement","48.8376880005"," 2.29926081182","48.8376880005, 2.29926081182"
"75","75115","751155724","11","Paris 15e Arrondissement","Saint-Lambert 24",1292,3124,"Paris 15e Arrondissement","48.8399642256"," 2.29822913826","48.8399642256, 2.29822913826"
"75","75115","751155725","11","Paris 15e Arrondissement","Saint-Lambert 25",3000,2342,"Paris 15e Arrondissement","48.8388112502"," 2.2954610768","48.8388112502, 2.2954610768"
"75","75115","751155726","11","Paris 15e Arrondissement","Saint-Lambert 26",2354,3121,"Paris 15e Arrondissement","48.840654478"," 2.2930542895","48.840654478, 2.2930542895"
"75","75115","751155727","11","Paris 15e Arrondissement","Saint-Lambert 27",1433,2871,"Paris 15e Arrondissement","48.8422337807"," 2.29676954287","48.8422337807, 2.29676954287"
"75","75115","751155728","11","Paris 15e Arrondissement","Saint-Lambert 28",434,1904,"Paris 15e Arrondissement","48.8426610089"," 2.3002036434","48.8426610089, 2.3002036434"
"75","75115","751155729","11","Paris 15e Arrondissement","Saint-Lambert 29",2719,3131,"Paris 15e Arrondissement","48.840948746"," 2.30155489267","48.840948746, 2.30155489267"
"75","75115","751155730","11","Paris 15e Arrondissement","Saint-Lambert 30",1533,2565,"Paris 15e Arrondissement","48.8389368887"," 2.30324652213","48.8389368887, 2.30324652213"
"75","75115","751155731","11","Paris 15e Arrondissement","Saint-Lambert 31",5237,2951,"Paris 15e Arrondissement","48.8375415231"," 2.30552150014","48.8375415231, 2.30552150014"
"75","75115","751155732","11","Paris 15e Arrondissement","Saint-Lambert 32",23798,0,"Paris 15e Arrondissement","48.8310708455"," 2.28720749368","48.8310708455, 2.28720749368"
"75","75115","751155733","11","Paris 15e Arrondissement","Saint-Lambert 33",34,0,"Paris 15e Arrondissement","48.8354423887"," 2.30669491172","48.8354423887, 2.30669491172"
"75","75115","751155801","11","Paris 15e Arrondissement","Necker 1",11224,3452,"Paris 15e Arrondissement","48.8371692077"," 2.31338431801","48.8371692077, 2.31338431801"
"75","75115","751155802","11","Paris 15e Arrondissement","Necker 2",2998,2862,"Paris 15e Arrondissement","48.8379699711"," 2.30971656532","48.8379699711, 2.30971656532"
"75","75115","751155803","11","Paris 15e Arrondissement","Necker 3",2032,3493,"Paris 15e Arrondissement","48.8398995755"," 2.31301483412","48.8398995755, 2.31301483412"
"75","75115","751155804","11","Paris 15e Arrondissement","Necker 4",2293,2316,"Paris 15e Arrondissement","48.8409995106"," 2.30979846902","48.8409995106, 2.30979846902"
"75","75115","751155805","11","Paris 15e Arrondissement","Necker 5",450,2383,"Paris 15e Arrondissement","48.8394868424"," 2.30697047394","48.8394868424, 2.30697047394"
"75","75115","751155806","11","Paris 15e Arrondissement","Necker 6",5103,3164,"Paris 15e Arrondissement","48.8420441747"," 2.30529145824","48.8420441747, 2.30529145824"
"75","75115","751155807","11","Paris 15e Arrondissement","Necker 7",1684,3243,"Paris 15e Arrondissement","48.8432746222"," 2.30946192609","48.8432746222, 2.30946192609"
"75","75115","751155808","11","Paris 15e Arrondissement","Necker 8",807,1967,"Paris 15e Arrondissement","48.8451987119"," 2.30745207403","48.8451987119, 2.30745207403"
"75","75115","751155809","11","Paris 15e Arrondissement","Necker 9",866,3483,"Paris 15e Arrondissement","48.8443750495"," 2.30402488946","48.8443750495, 2.30402488946"
"75","75115","751155810","11","Paris 15e Arrondissement","Necker 10",3443,5332,"Paris 15e Arrondissement","48.8449246574"," 2.2999492513","48.8449246574, 2.2999492513"
"75","75115","751155811","11","Paris 15e Arrondissement","Necker 11",4665,1842,"Paris 15e Arrondissement","48.8465975342"," 2.30328572171","48.8465975342, 2.30328572171"
"75","75115","751155812","11","Paris 15e Arrondissement","Necker 12",3376,2161,"Paris 15e Arrondissement","48.8477244029"," 2.30535657598","48.8477244029, 2.30535657598"
"75","75115","751155813","11","Paris 15e Arrondissement","Necker 13",784,2384,"Paris 15e Arrondissement","48.8464947496"," 2.30963060191","48.8464947496, 2.30963060191"
"75","75115","751155814","11","Paris 15e Arrondissement","Necker 14",3350,2056,"Paris 15e Arrondissement","48.8451849482"," 2.31473895109","48.8451849482, 2.31473895109"
"75","75115","751155815","11","Paris 15e Arrondissement","Necker 15",626,2249,"Paris 15e Arrondissement","48.8429738924"," 2.31503053239","48.8429738924, 2.31503053239"
"75","75115","751155816","11","Paris 15e Arrondissement","Necker 16",2360,2574,"Paris 15e Arrondissement","48.8419168808"," 2.31709758443","48.8419168808, 2.31709758443"
"75","75115","751155817","11","Paris 15e Arrondissement","Necker 17",9015,2452,"Paris 15e Arrondissement","48.8437453904"," 2.31996213748","48.8437453904, 2.31996213748"
"75","75115","751155818","11","Paris 15e Arrondissement","Necker 18",7878,790,"Paris 15e Arrondissement","48.8404107165"," 2.31826269317","48.8404107165, 2.31826269317"
"75","75115","751155819","11","Paris 15e Arrondissement","Necker 19",6080,0,"Paris 15e Arrondissement","48.8427753468"," 2.32263999056","48.8427753468, 2.32263999056"
"75","75115","751155901","11","Paris 15e Arrondissement","Grenelle 1",1131,2210,"Paris 15e Arrondissement","48.8442141027"," 2.29487015756","48.8442141027, 2.29487015756"
"75","75115","751155902","11","Paris 15e Arrondissement","Grenelle 2",728,2170,"Paris 15e Arrondissement","48.8458189244"," 2.29653465887","48.8458189244, 2.29653465887"
"75","75115","751155903","11","Paris 15e Arrondissement","Grenelle 3",2880,2476,"Paris 15e Arrondissement","48.8455479677"," 2.29302583273","48.8455479677, 2.29302583273"
"75","75115","751155904","11","Paris 15e Arrondissement","Grenelle 4",675,2702,"Paris 15e Arrondissement","48.8460252911"," 2.28953840078","48.8460252911, 2.28953840078"
"75","75115","751155905","11","Paris 15e Arrondissement","Grenelle 5",1837,2523,"Paris 15e Arrondissement","48.8475619885"," 2.29183410745","48.8475619885, 2.29183410745"
"75","75115","751155906","11","Paris 15e Arrondissement","Grenelle 6",2351,2646,"Paris 15e Arrondissement","48.8476298824"," 2.2878605659","48.8476298824, 2.2878605659"
"75","75115","751155907","11","Paris 15e Arrondissement","Grenelle 7",6648,2555,"Paris 15e Arrondissement","48.8493611984"," 2.28692270181","48.8493611984, 2.28692270181"
"75","75115","751155908","11","Paris 15e Arrondissement","Grenelle 8",23003,3650,"Paris 15e Arrondissement","48.8503674844"," 2.28523903657","48.8503674844, 2.28523903657"
"75","75115","751155909","11","Paris 15e Arrondissement","Grenelle 9",1845,2468,"Paris 15e Arrondissement","48.8494481912"," 2.28988469788","48.8494481912, 2.28988469788"
"75","75115","751155910","11","Paris 15e Arrondissement","Grenelle 10",1442,2104,"Paris 15e Arrondissement","48.849396133"," 2.29292934854","48.849396133, 2.29292934854"
"75","75115","751155911","11","Paris 15e Arrondissement","Grenelle 11",788,2691,"Paris 15e Arrondissement","48.8485083387"," 2.29554288531","48.8485083387, 2.29554288531"
"75","75115","751155912","11","Paris 15e Arrondissement","Grenelle 12",6011,2987,"Paris 15e Arrondissement","48.8475207571"," 2.29853899279","48.8475207571, 2.29853899279"
"75","75115","751155913","11","Paris 15e Arrondissement","Grenelle 13",2045,2366,"Paris 15e Arrondissement","48.8494399265"," 2.30098878337","48.8494399265, 2.30098878337"
"75","75115","751155914","11","Paris 15e Arrondissement","Grenelle 14",1137,1836,"Paris 15e Arrondissement","48.8509572414"," 2.29864516585","48.8509572414, 2.29864516585"
"75","75115","751155915","11","Paris 15e Arrondissement","Grenelle 15",2870,1920,"Paris 15e Arrondissement","48.8504934672"," 2.2953857794","48.8504934672, 2.2953857794"
"75","75115","751155916","11","Paris 15e Arrondissement","Grenelle 16",1016,2327,"Paris 15e Arrondissement","48.8520677236"," 2.29386276055","48.8520677236, 2.29386276055"
"75","75115","751155917","11","Paris 15e Arrondissement","Grenelle 17",978,3221,"Paris 15e Arrondissement","48.8528655129"," 2.29628791679","48.8528655129, 2.29628791679"
"75","75115","751155918","11","Paris 15e Arrondissement","Grenelle 18",6857,3684,"Paris 15e Arrondissement","48.8545606825"," 2.29172591204","48.8545606825, 2.29172591204"
"75","75115","751155919","11","Paris 15e Arrondissement","Grenelle 19",1796,2614,"Paris 15e Arrondissement","48.8527406545"," 2.28920193618","48.8527406545, 2.28920193618"
"75","75115","751155920","11","Paris 15e Arrondissement","Grenelle 20",843,351,"Paris 15e Arrondissement","48.8507958497"," 2.29026120737","48.8507958497, 2.29026120737"
"75","75115","751155999","11","Paris 15e Arrondissement","Seine et Berges",3322,0,"Paris 15e Arrondissement","48.8535572823"," 2.28574179579","48.8535572823, 2.28574179579"
"75","75115","751156001","11","Paris 15e Arrondissement","Javel 1",4309,2935,"Paris 15e Arrondissement","48.8331960558"," 2.27310907436","48.8331960558, 2.27310907436"
"75","75115","751156002","11","Paris 15e Arrondissement","Javel 2",766,2401,"Paris 15e Arrondissement","48.8367554565"," 2.28077088635","48.8367554565, 2.28077088635"
"75","75115","751156003","11","Paris 15e Arrondissement","Javel 3",1294,2494,"Paris 15e Arrondissement","48.8382157449"," 2.28425718366","48.8382157449, 2.28425718366"
"75","75115","751156004","11","Paris 15e Arrondissement","Javel 4",2734,3252,"Paris 15e Arrondissement","48.8396019461"," 2.28757859889","48.8396019461, 2.28757859889"
"75","75115","751156005","11","Paris 15e Arrondissement","Javel 5",1202,2756,"Paris 15e Arrondissement","48.8411646948"," 2.28207615599","48.8411646948, 2.28207615599"
"75","75115","751156006","11","Paris 15e Arrondissement","Javel 6",2328,1682,"Paris 15e Arrondissement","48.8406352119"," 2.28519728599","48.8406352119, 2.28519728599"
"75","75115","751156007","11","Paris 15e Arrondissement","Javel 7",2284,2446,"Paris 15e Arrondissement","48.8386971192"," 2.28020127136","48.8386971192, 2.28020127136"
"75","75115","751156008","11","Paris 15e Arrondissement","Javel 8",1398,1717,"Paris 15e Arrondissement","48.8403891523"," 2.27865476059","48.8403891523, 2.27865476059"
"75","75115","751156009","11","Paris 15e Arrondissement","Javel 9",984,1596,"Paris 15e Arrondissement","48.8421479305"," 2.27650841959","48.8421479305, 2.27650841959"
"75","75115","751156010","11","Paris 15e Arrondissement","Javel 10",1403,3415,"Paris 15e Arrondissement","48.843491911"," 2.27758996787","48.843491911, 2.27758996787"
"75","75115","751156012","11","Paris 15e Arrondissement","Javel 12",1725,4108,"Paris 15e Arrondissement","48.8437058343"," 2.27960548557","48.8437058343, 2.27960548557"
"75","75115","751156013","11","Paris 15e Arrondissement","Javel 13",1187,2455,"Paris 15e Arrondissement","48.8449982392"," 2.28082985252","48.8449982392, 2.28082985252"
"75","75115","751156014","11","Paris 15e Arrondissement","Javel 14",7871,2994,"Paris 15e Arrondissement","48.8472930295"," 2.28164281786","48.8472930295, 2.28164281786"
"75","75115","751156015","11","Paris 15e Arrondissement","Javel 15",1114,1975,"Paris 15e Arrondissement","48.8458318556"," 2.28276783537","48.8458318556, 2.28276783537"
"75","75115","751156016","11","Paris 15e Arrondissement","Javel 16",2195,2009,"Paris 15e Arrondissement","48.8452969913"," 2.28569671366","48.8452969913, 2.28569671366"
"75","75115","751156017","11","Paris 15e Arrondissement","Javel 17",980,2074,"Paris 15e Arrondissement","48.8435521711"," 2.28495825674","48.8435521711, 2.28495825674"
"75","75115","751156018","11","Paris 15e Arrondissement","Javel 18",1312,2973,"Paris 15e Arrondissement","48.8423233202"," 2.28772483506","48.8423233202, 2.28772483506"
"75","75115","751156019","11","Paris 15e Arrondissement","Javel 19",4709,3961,"Paris 15e Arrondissement","48.8438263166"," 2.28951148672","48.8438263166, 2.28951148672"
"75","75115","751156020","11","Paris 15e Arrondissement","Javel 20",3474,3190,"Paris 15e Arrondissement","48.8418680164"," 2.29150425552","48.8418680164, 2.29150425552"
"75","75115","751156021","11","Paris 15e Arrondissement","Javel 21",1562,750,"Paris 15e Arrondissement","48.8381820541"," 2.27349732987","48.8381820541, 2.27349732987"
"75","75115","751156022","11","Paris 15e Arrondissement","Javel 22",972,245,"Paris 15e Arrondissement","48.8418715241"," 2.28385897841","48.8418715241, 2.28385897841"
"75","75115","751156023","11","Paris 15e Arrondissement","Jardin Citroen Cevennes",1486,106,"Paris 15e Arrondissement","48.8401637164"," 2.27511311459","48.8401637164, 2.27511311459"
"75","75115","751156099","11","Paris 15e Arrondissement","Seine et Berges",2726,49,"Paris 15e Arrondissement","48.8419637595"," 2.27214646977","48.8419637595, 2.27214646977"
"75","75116","751166101","11","Paris 16e Arrondissement","Auteuil 1",2230,2437,"Paris 16e Arrondissement","48.8371061398"," 2.26190317987","48.8371061398, 2.26190317987"
"75","75116","751166102","11","Paris 16e Arrondissement","Auteuil 2",3408,2664,"Paris 16e Arrondissement","48.8388702693"," 2.26461962235","48.8388702693, 2.26461962235"
"75","75116","751166103","11","Paris 16e Arrondissement","Auteuil 3",3231,1795,"Paris 16e Arrondissement","48.8381997918"," 2.26023751975","48.8381997918, 2.26023751975"
"75","75116","751166104","11","Paris 16e Arrondissement","Auteuil 4",5830,2235,"Paris 16e Arrondissement","48.8368900204"," 2.25832280172","48.8368900204, 2.25832280172"
"75","75116","751166105","11","Paris 16e Arrondissement","Auteuil 5",2055,2435,"Paris 16e Arrondissement","48.8398570432"," 2.25957999714","48.8398570432, 2.25957999714"
"75","75116","751166106","11","Paris 16e Arrondissement","Auteuil 6",4934,2778,"Paris 16e Arrondissement","48.8411669157"," 2.26203265828","48.8411669157, 2.26203265828"
"75","75116","751166107","11","Paris 16e Arrondissement","Auteuil 7",2416,3491,"Paris 16e Arrondissement","48.8415919022"," 2.25812521598","48.8415919022, 2.25812521598"
"75","75116","751166108","11","Paris 16e Arrondissement","Auteuil 8",2177,1958,"Paris 16e Arrondissement","48.8429376552"," 2.25608606237","48.8429376552, 2.25608606237"
"75","75116","751166109","11","Paris 16e Arrondissement","Auteuil 9",2013,2663,"Paris 16e Arrondissement","48.8436620808"," 2.25747768","48.8436620808, 2.25747768"
"75","75116","751166110","11","Paris 16e Arrondissement","Auteuil 10",1394,2494,"Paris 16e Arrondissement","48.8462087584"," 2.25998438217","48.8462087584, 2.25998438217"
"75","75116","751166111","11","Paris 16e Arrondissement","Auteuil 11",2564,2309,"Paris 16e Arrondissement","48.8458317601"," 2.26162064666","48.8458317601, 2.26162064666"
"75","75116","751166112","11","Paris 16e Arrondissement","Auteuil 12",2496,2021,"Paris 16e Arrondissement","48.8450325681"," 2.26309209336","48.8450325681, 2.26309209336"
"75","75116","751166113","11","Paris 16e Arrondissement","Auteuil 13",1295,1862,"Paris 16e Arrondissement","48.8449224099"," 2.2654478987","48.8449224099, 2.2654478987"
"75","75116","751166114","11","Paris 16e Arrondissement","Auteuil 14",1439,2198,"Paris 16e Arrondissement","48.8421268052"," 2.26572799864","48.8421268052, 2.26572799864"
"75","75116","751166115","11","Paris 16e Arrondissement","Auteuil 15",1964,3598,"Paris 16e Arrondissement","48.8429575841"," 2.26950748484","48.8429575841, 2.26950748484"
"75","75116","751166116","11","Paris 16e Arrondissement","Auteuil 16",3086,2128,"Paris 16e Arrondissement","48.8446962338"," 2.26858038916","48.8446962338, 2.26858038916"
"75","75116","751166117","11","Paris 16e Arrondissement","Auteuil 17",1166,2708,"Paris 16e Arrondissement","48.8470607813"," 2.27125207631","48.8470607813, 2.27125207631"
"75","75116","751166118","11","Paris 16e Arrondissement","Auteuil 18",1174,2419,"Paris 16e Arrondissement","48.8484044235"," 2.26759342891","48.8484044235, 2.26759342891"
"75","75116","751166119","11","Paris 16e Arrondissement","Auteuil 19",806,1600,"Paris 16e Arrondissement","48.849654817"," 2.26619292086","48.849654817, 2.26619292086"
"75","75116","751166120","11","Paris 16e Arrondissement","Auteuil 20",1858,1746,"Paris 16e Arrondissement","48.8493536245"," 2.26276991762","48.8493536245, 2.26276991762"
"75","75116","751166121","11","Paris 16e Arrondissement","Auteuil 21",4992,2333,"Paris 16e Arrondissement","48.8520962157"," 2.26098635261","48.8520962157, 2.26098635261"
"75","75116","751166122","11","Paris 16e Arrondissement","Auteuil 22",1266,2778,"Paris 16e Arrondissement","48.8529449487"," 2.26425388612","48.8529449487, 2.26425388612"
"75","75116","751166123","11","Paris 16e Arrondissement","Auteuil 23",863,2333,"Paris 16e Arrondissement","48.8521651084"," 2.26624711982","48.8521651084, 2.26624711982"
"75","75116","751166124","11","Paris 16e Arrondissement","Auteuil 24",421,1969,"Paris 16e Arrondissement","48.8541539659"," 2.26738666377","48.8541539659, 2.26738666377"
"75","75116","751166125","11","Paris 16e Arrondissement","Auteuil 25",1006,2217,"Paris 16e Arrondissement","48.8529201767"," 2.27243323652","48.8529201767, 2.27243323652"
"75","75116","751166126","11","Paris 16e Arrondissement","Auteuil 26",2282,2563,"Paris 16e Arrondissement","48.8517036407"," 2.26961362894","48.8517036407, 2.26961362894"
"75","75116","751166127","11","Paris 16e Arrondissement","Auteuil 27",3593,3550,"Paris 16e Arrondissement","48.8508007479"," 2.27316899762","48.8508007479, 2.27316899762"
"75","75116","751166128","11","Paris 16e Arrondissement","Auteuil 28",1614,2831,"Paris 16e Arrondissement","48.8493298267"," 2.27285900033","48.8493298267, 2.27285900033"
"75","75116","751166129","11","Paris 16e Arrondissement","Auteuil 29",586,1648,"Paris 16e Arrondissement","48.8485274204"," 2.27439645668","48.8485274204, 2.27439645668"
"75","75116","751166130","11","Paris 16e Arrondissement","Auteuil 30",1058,2372,"Paris 16e Arrondissement","48.850334109"," 2.27670423262","48.850334109, 2.27670423262"
